car_brand,car_tier,car_segment,damage_location,car_age,damage_type,damage_ratio,internal_damage_flag,car_model_val,repair_cost
Nissan,Economy,Hatchback,front,12,scratch,0.065,0,1.5,1300
Tata,Economy,Sedan,side,2,lamp_broken,0.033,0,6.87,3900
Skoda,Mid,SUV,side,3,dent,0.015,0,13.65,5300
Maruti Suzuki,Economy,Hatchback,rear,12,dent,0.197,0,1.5,3300
Maruti Suzuki,Economy,Hatchback,front,2,dent,0.137,0,4.81,5800
MG,Mid,SUV,rear,6,dent,0.083,0,8.47,7200
Nissan,Economy,Sedan,front,5,lamp_broken,0.15,0,5.29,7700
Tata,Economy,SUV,side,3,glass_damage,0.167,0,7.54,8700
Maruti Suzuki,Economy,Sedan,side,10,glass_damage,0.238,0,2.39,7400
Hyundai,Economy,Hatchback,side,13,dent,0.153,0,1.5,4000
Maruti Suzuki,Economy,Hatchback,rear,9,scratch,0.174,0,1.95,1900
Toyota,Mid,Sedan,side,4,dent,0.129,0,8.93,8400
Hyundai,Economy,Hatchback,rear,3,glass_damage,0.104,0,4.37,5400
Nissan,Economy,Hatchback,front,10,dent,0.272,0,1.55,6800
Volvo,Luxury,SUV,front,6,scratch,0.183,0,29.92,16200
Skoda,Mid,Sedan,front,2,damaged_tire,0.139,0,9.5,9500
Renault,Economy,SUV,rear,3,scratch,0.198,0,7.7,2600
Audi,Luxury,Sedan,front,1,scratch,0.118,0,32.98,14200
MG,Mid,Sedan,front,5,scratch,0.23,0,7.35,5800
Tata,Economy,SUV,front,7,lamp_broken,0.327,1,5.29,22600
Toyota,Mid,SUV,rear,9,scratch,0.039,0,5.96,2200
Kia,Mid,Sedan,front,6,dent,0.14,0,6.88,10900
Tata,Economy,Hatchback,front,2,glass_damage,0.235,0,4.67,9800
Audi,Luxury,Sedan,rear,11,scratch,0.146,0,7.93,8000
Renault,Economy,SUV,front,4,glass_damage,0.102,0,7.46,9500
MG,Mid,Sedan,rear,3,glass_damage,0.043,0,8.45,9100
Honda,Mid,SUV,front,10,lamp_broken,0.025,0,4.62,10900
Hyundai,Economy,Hatchback,side,11,scratch,0.083,0,1.5,1300
Skoda,Mid,Sedan,front,4,glass_damage,0.034,0,8.51,12300
Mercedes,Luxury,SUV,rear,7,dent,0.019,0,27.27,10600
Renault,Economy,Hatchback,front,5,damaged_tire,0.234,0,3.43,6000
Nissan,Economy,Sedan,front,8,scratch,0.146,0,3.53,2600
Nissan,Economy,SUV,rear,1,scratch,0.149,0,8.75,2700
Hyundai,Economy,Sedan,front,3,glass_damage,0.062,0,6.4,7200
Renault,Economy,Hatchback,rear,7,lamp_broken,0.023,0,2.75,2700
Renault,Economy,Sedan,side,3,dent,0.155,0,6.31,5900
Volkswagen,Mid,Hatchback,front,10,damaged_tire,0.133,0,2.16,7700
Nissan,Economy,Sedan,side,2,dent,0.104,0,7.21,4700
Kia,Mid,Sedan,side,5,lamp_broken,0.067,0,8.59,11700
Tata,Economy,Sedan,rear,4,scratch,0.058,0,5.95,1500
BMW,Luxury,SUV,front,7,scratch,0.04,0,25.53,8200
Hyundai,Economy,SUV,rear,7,dent,0.125,0,5.8,4400
MG,Mid,SUV,front,2,dent,0.086,0,13.67,11400
Jaguar,Luxury,SUV,front,1,scratch,0.056,0,49.82,10900
Skoda,Mid,Sedan,front,4,glass_damage,0.197,1,9.14,35100
Tata,Economy,Hatchback,side,2,damaged_tire,0.095,0,4.94,3700
Hyundai,Economy,Hatchback,side,5,damaged_tire,0.265,0,3.32,5300
Mercedes,Luxury,SUV,rear,2,lamp_broken,0.069,0,44.14,32400
Tata,Economy,Hatchback,front,3,scratch,0.203,0,4.16,2400
Mercedes,Luxury,Sedan,front,4,scratch,0.242,0,24.43,16900
Maruti Suzuki,Economy,Hatchback,front,7,damaged_tire,0.141,0,2.69,4700
Maruti Suzuki,Economy,Hatchback,front,6,lamp_broken,0.039,0,3.06,3300
Tata,Economy,Hatchback,front,10,scratch,0.132,0,1.53,2100
Renault,Economy,Hatchback,front,7,glass_damage,0.053,0,2.63,5500
MG,Mid,SUV,side,5,glass_damage,0.101,0,10.59,15000
Maruti Suzuki,Economy,Hatchback,front,2,scratch,0.169,0,4.73,3200
Renault,Economy,Hatchback,front,16,glass_damage,0.153,0,1.5,6800
Toyota,Mid,Sedan,side,6,dent,0.097,0,6.92,7700
Jaguar,Luxury,SUV,rear,9,scratch,0.093,0,19.71,9000
Volkswagen,Mid,Sedan,rear,0,dent,0.145,0,11.87,9700
Renault,Economy,Hatchback,front,2,dent,0.01,0,5.15,2300
Renault,Economy,Hatchback,front,7,scratch,0.167,0,3.03,2300
Renault,Economy,Hatchback,side,5,dent,0.176,0,3.61,4300
Toyota,Mid,Sedan,rear,1,scratch,0.028,0,11.57,2200
BMW,Luxury,SUV,front,4,dent,0.044,0,37.73,22100
Honda,Mid,SUV,rear,3,scratch,0.205,0,12.86,4800
Volvo,Luxury,Sedan,rear,9,dent,0.191,0,12.14,22400
Nissan,Economy,Hatchback,front,5,scratch,0.251,0,3.58,3500
Kia,Mid,SUV,front,1,scratch,0.13,0,14.56,5600
Honda,Mid,SUV,front,5,damaged_tire,0.02,0,10.86,6800
Nissan,Economy,SUV,rear,7,scratch,0.198,0,5.31,2600
Tata,Economy,Sedan,front,2,scratch,0.091,0,6.34,2500
Maruti Suzuki,Economy,SUV,front,3,scratch,0.135,0,8.16,3200
Kia,Mid,SUV,rear,5,lamp_broken,0.121,0,10.04,15100
Tata,Economy,Hatchback,front,4,damaged_tire,0.154,0,3.73,4800
Kia,Mid,SUV,rear,6,scratch,0.052,0,9.41,2200
Nissan,Economy,Sedan,front,2,glass_damage,0.051,0,6.54,8100
Nissan,Economy,Hatchback,front,1,lamp_broken,0.092,0,5.02,6300
Nissan,Economy,Hatchback,front,4,scratch,0.194,0,4.08,2800
Skoda,Mid,SUV,front,4,dent,0.055,0,11.42,9700
Kia,Mid,Sedan,front,3,scratch,0.193,0,9.64,5700
Nissan,Economy,SUV,rear,5,glass_damage,0.06,0,6.05,7300
Toyota,Mid,Hatchback,side,5,dent,0.175,0,5.15,9600
Renault,Economy,Hatchback,front,8,dent,0.121,0,2.57,4400
MG,Mid,Sedan,front,4,glass_damage,0.056,0,9.06,14400
Renault,Economy,SUV,rear,6,dent,0.063,0,5.61,3700
Volkswagen,Mid,SUV,rear,9,glass_damage,0.11,0,6.33,13500
Volvo,Luxury,Sedan,rear,7,scratch,0.07,0,17.17,6300
Renault,Economy,SUV,rear,4,dent,0.082,0,7.69,4200
Skoda,Mid,SUV,front,3,scratch,0.182,0,12.31,6600
Tata,Economy,Hatchback,front,10,dent,0.152,0,1.57,5000
Audi,Luxury,SUV,side,3,scratch,0.046,0,38.85,9400
Nissan,Economy,Hatchback,rear,9,dent,0.053,0,2.07,2400
Renault,Economy,Hatchback,side,1,scratch,0.168,0,5.07,2200
Toyota,Mid,SUV,front,9,dent,0.076,0,6.35,8800
Tata,Economy,SUV,front,13,damaged_tire,0.103,0,2.08,5000
Hyundai,Economy,Hatchback,front,4,glass_damage,0.028,0,3.67,5800
Volvo,Luxury,SUV,rear,6,scratch,0.057,0,27.77,7300
Maruti Suzuki,Economy,SUV,front,7,dent,0.097,0,4.83,5300
Hyundai,Economy,Hatchback,side,4,damaged_tire,0.186,0,3.81,4100
Tata,Economy,Hatchback,front,6,glass_damage,0.178,0,3.04,7100
Hyundai,Economy,SUV,front,8,scratch,0.086,0,4.61,2500
Nissan,Economy,Hatchback,side,1,scratch,0.072,0,4.97,1700
Honda,Mid,Sedan,side,3,scratch,0.062,0,9.25,2900
Volkswagen,Mid,SUV,rear,7,damaged_tire,0.069,0,7.67,5500
Tata,Economy,Hatchback,rear,5,dent,0.204,0,3.49,5300
Tata,Economy,Hatchback,side,3,scratch,0.036,0,4.53,1200
Tata,Economy,SUV,front,5,glass_damage,0.093,0,6.22,8900
BMW,Luxury,Sedan,front,6,scratch,0.204,0,21.62,13500
Renault,Economy,Sedan,rear,5,scratch,0.212,0,5.73,2700
Renault,Economy,Sedan,side,11,scratch,0.048,0,1.84,1100
Hyundai,Economy,SUV,side,5,scratch,0.153,0,6.18,2800
Nissan,Economy,Hatchback,front,4,glass_damage,0.208,0,3.79,9200
Maruti Suzuki,Economy,Hatchback,front,10,glass_damage,0.264,0,1.68,8200
Renault,Economy,Hatchback,rear,4,damaged_tire,0.168,0,3.93,4200
Renault,Economy,SUV,front,7,lamp_broken,0.186,0,5.12,9100
Nissan,Economy,SUV,rear,4,scratch,0.178,0,7.74,2900
BMW,Luxury,Sedan,front,5,glass_damage,0.073,0,21.6,45400
Nissan,Economy,Hatchback,rear,3,dent,0.303,0,3.98,6000
Maruti Suzuki,Economy,SUV,rear,5,dent,0.061,0,6.02,4000
Hyundai,Economy,SUV,front,8,dent,0.115,0,4.5,5700
Hyundai,Economy,Sedan,side,2,damaged_tire,0.118,0,6.37,4600
Renault,Economy,Hatchback,rear,4,scratch,0.132,0,3.85,1800
Volvo,Luxury,SUV,front,4,lamp_broken,0.158,0,34.91,54300
Toyota,Mid,Sedan,side,6,lamp_broken,0.021,0,6.91,7900
Jaguar,Luxury,SUV,side,7,scratch,0.025,0,27.7,5500
Nissan,Economy,Hatchback,side,2,dent,0.131,0,4.78,4700
Volkswagen,Mid,Hatchback,rear,5,scratch,0.042,0,5.25,1900
Renault,Economy,Sedan,front,2,scratch,0.222,0,6.22,3700
Tata,Economy,SUV,rear,7,scratch,0.061,0,5.06,1600
Hyundai,Economy,Sedan,side,3,scratch,0.011,0,6.59,1000
Volvo,Luxury,SUV,rear,1,glass_damage,0.113,0,46.82,57200
Renault,Economy,Sedan,side,4,damaged_tire,0.116,0,5.74,4800
Maruti Suzuki,Economy,Sedan,side,9,scratch,0.356,0,3.06,2800
Volvo,Luxury,SUV,front,4,glass_damage,0.293,0,32.82,80300
Renault,Economy,SUV,front,5,glass_damage,0.145,0,6.31,10800
Tata,Economy,Hatchback,side,2,scratch,0.018,0,4.52,1200
Renault,Economy,Hatchback,front,4,dent,0.089,0,3.6,4100
Tata,Economy,Hatchback,front,3,glass_damage,0.025,0,4.52,5100
Nissan,Economy,Hatchback,rear,1,scratch,0.356,0,5.03,2900
MG,Mid,SUV,front,1,glass_damage,0.01,0,13.4,12400
Maruti Suzuki,Economy,Hatchback,rear,7,dent,0.122,0,2.68,3600
Renault,Economy,SUV,front,2,scratch,0.09,0,8.71,2800
Nissan,Economy,Hatchback,front,5,lamp_broken,0.01,0,3.29,2700
Nissan,Economy,Hatchback,rear,8,scratch,0.154,0,2.27,1600
Toyota,Mid,SUV,front,3,scratch,0.18,0,13.02,5900
Maruti Suzuki,Economy,Hatchback,side,15,dent,0.062,0,1.5,2400
Maruti Suzuki,Economy,Sedan,front,12,scratch,0.216,0,1.73,2600
Renault,Economy,Sedan,front,6,dent,0.121,0,4.86,4400
Volkswagen,Mid,SUV,rear,7,dent,0.073,0,7.94,6800
Renault,Economy,Sedan,front,1,damaged_tire,0.044,0,7.73,4600
Mercedes,Luxury,SUV,rear,4,dent,0.241,1,34.94,68800
Renault,Economy,Hatchback,rear,2,dent,0.128,0,4.66,4900
Hyundai,Economy,Sedan,rear,2,glass_damage,0.075,0,7.17,6200
Tata,Economy,Sedan,side,9,glass_damage,0.238,0,3.07,7400
Hyundai,Economy,SUV,side,7,scratch,0.017,0,4.9,1100
Renault,Economy,Hatchback,side,10,dent,0.057,0,1.64,3000
Skoda,Mid,SUV,rear,4,scratch,0.103,0,11.57,3800
Volvo,Luxury,Sedan,front,3,glass_damage,0.191,0,26.03,61000
Maruti Suzuki,Economy,Sedan,rear,4,scratch,0.045,0,5.66,1300
Renault,Economy,Sedan,rear,6,glass_damage,0.074,0,4.41,5100
Maruti Suzuki,Economy,Hatchback,side,5,dent,0.185,0,3.7,5500
Maruti Suzuki,Economy,Hatchback,rear,4,dent,0.109,0,3.82,3500
Skoda,Mid,SUV,front,4,scratch,0.058,0,12.02,4100
Tata,Economy,SUV,front,3,damaged_tire,0.048,0,8.78,4900
Maruti Suzuki,Economy,SUV,front,5,dent,0.072,0,6.92,5500
Toyota,Mid,Sedan,front,2,dent,0.098,0,9.56,11500
Maruti Suzuki,Economy,Hatchback,front,16,dent,0.263,0,1.5,6000
Tata,Economy,SUV,front,5,scratch,0.06,0,6.35,2000
Volkswagen,Mid,SUV,side,1,scratch,0.133,0,14.61,4800
Maruti Suzuki,Economy,Hatchback,front,9,scratch,0.294,0,2.1,3100
MG,Mid,Sedan,side,1,lamp_broken,0.092,0,11.33,14800
Mercedes,Luxury,Sedan,front,2,dent,0.131,0,30.33,26500
Mercedes,Luxury,SUV,side,4,glass_damage,0.19,0,36.15,60100
BMW,Luxury,SUV,side,4,scratch,0.135,0,37.2,12200
Nissan,Economy,Sedan,rear,7,lamp_broken,0.198,0,3.85,5900
Volvo,Luxury,Sedan,rear,1,glass_damage,0.098,0,33.95,36200
Toyota,Mid,Sedan,front,9,glass_damage,0.127,0,4.42,13900
Hyundai,Economy,Hatchback,front,10,lamp_broken,0.056,0,1.66,3800
Hyundai,Economy,SUV,side,2,dent,0.117,0,8.53,6000
Tata,Economy,Hatchback,rear,10,dent,0.132,0,1.51,3900
MG,Mid,SUV,front,11,lamp_broken,0.282,0,3.6,21800
BMW,Luxury,SUV,side,10,scratch,0.043,0,14.0,6800
Tata,Economy,Sedan,rear,6,glass_damage,0.041,0,4.67,4100
Skoda,Mid,Sedan,front,8,glass_damage,0.043,0,5.01,10600
Maruti Suzuki,Economy,Hatchback,rear,7,glass_damage,0.163,0,2.99,5100
Audi,Luxury,SUV,rear,1,scratch,0.15,0,45.36,13800
Nissan,Economy,Hatchback,side,1,lamp_broken,0.084,0,4.89,4600
Renault,Economy,SUV,front,3,dent,0.047,0,8.35,4100
Kia,Mid,Hatchback,front,4,scratch,0.205,0,5.62,5100
Tata,Economy,Hatchback,front,4,dent,0.143,0,3.9,5700
Maruti Suzuki,Economy,Hatchback,rear,4,dent,0.036,0,3.78,2300
MG,Mid,SUV,front,6,scratch,0.04,0,8.69,3400
Tata,Economy,SUV,side,2,glass_damage,0.257,0,8.47,12100
Hyundai,Economy,Hatchback,front,5,dent,0.284,0,3.66,8000
Nissan,Economy,Hatchback,side,12,glass_damage,0.242,0,1.5,5200
Nissan,Economy,Hatchback,front,2,dent,0.017,0,4.88,2800
Maruti Suzuki,Economy,Sedan,front,4,scratch,0.211,0,6.15,3300
Hyundai,Economy,Sedan,rear,7,lamp_broken,0.155,0,4.07,5300
Toyota,Mid,Hatchback,rear,3,lamp_broken,0.064,0,6.4,10000
Hyundai,Economy,Sedan,front,5,glass_damage,0.03,0,4.9,6200
Honda,Mid,Sedan,front,8,dent,0.189,0,5.33,11500
Skoda,Mid,Sedan,side,9,lamp_broken,0.101,0,4.45,10300
Maruti Suzuki,Economy,SUV,rear,6,dent,0.306,0,5.93,6800
Renault,Economy,SUV,front,3,dent,0.072,0,7.78,4600
Honda,Mid,Sedan,front,2,scratch,0.185,0,10.42,5500
Kia,Mid,Sedan,front,6,damaged_tire,0.156,0,6.86,8500
Audi,Luxury,Sedan,rear,3,dent,0.053,0,28.62,14800
Renault,Economy,Hatchback,side,5,damaged_tire,0.095,0,3.66,3600
Tata,Economy,SUV,side,5,scratch,0.228,0,6.27,3700
Renault,Economy,Sedan,front,3,damaged_tire,0.164,0,6.29,6400
Tata,Economy,Hatchback,front,4,scratch,0.085,0,4.24,2100
Nissan,Economy,Hatchback,side,6,scratch,0.097,0,3.02,1700
Toyota,Mid,Sedan,front,2,dent,0.229,0,9.97,16900
Nissan,Economy,Hatchback,side,6,damaged_tire,0.135,0,3.3,3500
Kia,Mid,Sedan,front,8,dent,0.157,0,4.65,12300
Toyota,Mid,Hatchback,side,5,dent,0.13,0,4.95,9500
Jaguar,Luxury,Sedan,front,2,dent,0.138,0,29.85,30400
Hyundai,Economy,Sedan,side,5,scratch,0.142,0,4.78,2300
Skoda,Mid,SUV,rear,4,glass_damage,0.342,0,12.48,18400
Maruti Suzuki,Economy,Hatchback,rear,7,scratch,0.36,0,2.78,2700
Hyundai,Economy,Hatchback,rear,2,dent,0.243,0,4.73,6100
Tata,Economy,Hatchback,side,3,scratch,0.019,0,4.33,1000
Renault,Economy,Sedan,front,6,scratch,0.093,0,4.46,2000
Nissan,Economy,Sedan,front,12,lamp_broken,0.193,0,1.66,6900
Renault,Economy,Sedan,front,6,scratch,0.241,0,4.43,3100
Hyundai,Economy,SUV,front,1,dent,0.161,1,9.31,17600
Hyundai,Economy,Hatchback,front,2,scratch,0.186,0,4.46,3200
Tata,Economy,SUV,front,5,lamp_broken,0.111,0,6.69,7900
Volvo,Luxury,Sedan,front,9,glass_damage,0.022,0,12.93,33900
Tata,Economy,Hatchback,rear,3,scratch,0.233,0,4.28,2600
Hyundai,Economy,Hatchback,front,4,scratch,0.292,0,4.17,3400
Skoda,Mid,Sedan,front,7,dent,0.261,0,6.12,13400
Jaguar,Luxury,Sedan,side,7,dent,0.089,0,18.33,15800
Hyundai,Economy,Sedan,front,8,dent,0.159,0,3.57,5800
Nissan,Economy,Sedan,rear,2,dent,0.222,0,6.65,5700
Maruti Suzuki,Economy,Hatchback,rear,15,lamp_broken,0.035,0,1.5,2200
Tata,Economy,Sedan,side,8,scratch,0.06,0,3.76,1500
Toyota,Mid,SUV,front,5,lamp_broken,0.395,0,10.91,35800
MG,Mid,SUV,rear,2,scratch,0.216,0,13.39,6200
Tata,Economy,SUV,front,10,dent,0.203,0,3.05,8300
Renault,Economy,Sedan,side,5,scratch,0.081,0,5.3,1900
Renault,Economy,Hatchback,rear,1,dent,0.093,0,4.72,3800
Maruti Suzuki,Economy,Sedan,rear,1,dent,0.161,0,8.21,5600
Volkswagen,Mid,SUV,front,4,scratch,0.023,0,12.54,2800
Kia,Mid,Sedan,rear,19,dent,0.123,0,2.38,6700
Tata,Economy,SUV,front,4,dent,0.305,0,6.87,10600
MG,Mid,Sedan,rear,10,lamp_broken,0.124,0,3.51,11200
Skoda,Mid,SUV,side,3,dent,0.156,0,12.2,12900
Nissan,Economy,Hatchback,front,7,dent,0.12,0,3.0,4400
Skoda,Mid,SUV,front,1,scratch,0.105,0,14.11,4700
Renault,Economy,Hatchback,rear,14,glass_damage,0.095,0,1.5,4000
Toyota,Mid,Sedan,front,3,scratch,0.079,0,10.3,4000
Jaguar,Luxury,SUV,side,3,lamp_broken,0.156,0,43.01,40100
Volvo,Luxury,Sedan,rear,8,glass_damage,0.078,0,13.84,33700
Hyundai,Economy,Hatchback,front,5,dent,0.038,0,3.56,3300
Skoda,Mid,SUV,side,10,dent,0.148,0,4.87,9600
Audi,Luxury,Sedan,front,2,scratch,0.2,0,27.21,15400
Volkswagen,Mid,SUV,rear,6,glass_damage,0.142,0,9.38,15500
Maruti Suzuki,Economy,SUV,rear,2,scratch,0.095,0,8.54,2100
Tata,Economy,Hatchback,side,8,damaged_tire,0.084,0,2.4,3400
Audi,Luxury,SUV,front,14,glass_damage,0.081,0,10.52,37100
Maruti Suzuki,Economy,Hatchback,rear,3,scratch,0.23,0,4.45,2200
Nissan,Economy,Hatchback,rear,2,glass_damage,0.054,0,4.27,4900
Tata,Economy,Hatchback,front,10,scratch,0.117,0,1.71,2300
Tata,Economy,Hatchback,rear,11,dent,0.122,0,1.5,2800
Tata,Economy,Sedan,front,3,scratch,0.103,0,6.02,2600
Toyota,Mid,Sedan,rear,2,lamp_broken,0.055,0,10.86,11000
Kia,Mid,Sedan,rear,14,scratch,0.078,0,2.51,2000
Hyundai,Economy,Hatchback,side,4,lamp_broken,0.115,0,3.7,5100
Nissan,Economy,Hatchback,side,11,lamp_broken,0.114,0,1.5,4400
Nissan,Economy,Hatchback,side,1,lamp_broken,0.222,0,5.11,7700
Maruti Suzuki,Economy,Sedan,rear,2,scratch,0.147,0,6.94,2400
Tata,Economy,Hatchback,rear,8,scratch,0.123,0,2.2,1800
Skoda,Mid,Sedan,front,6,lamp_broken,0.201,0,6.59,17800
Tata,Economy,Hatchback,rear,7,dent,0.08,0,2.76,2900
Hyundai,Economy,Hatchback,rear,10,lamp_broken,0.031,0,1.65,2700
Maruti Suzuki,Economy,Hatchback,side,8,glass_damage,0.093,0,2.57,5600
Toyota,Mid,Hatchback,front,5,scratch,0.01,0,4.92,1800
Nissan,Economy,Hatchback,rear,5,glass_damage,0.189,0,3.43,6100
Maruti Suzuki,Economy,Hatchback,rear,4,glass_damage,0.084,0,3.77,5200
Maruti Suzuki,Economy,SUV,side,6,scratch,0.21,0,6.17,2900
MG,Mid,Sedan,front,1,dent,0.094,0,10.87,10800
Skoda,Mid,Sedan,rear,10,dent,0.079,0,3.75,6100
Toyota,Mid,Sedan,front,4,scratch,0.111,0,8.25,3800
Tata,Economy,Hatchback,rear,7,lamp_broken,0.045,0,2.5,2800
Renault,Economy,Hatchback,front,5,glass_damage,0.163,1,3.57,18400
Maruti Suzuki,Economy,SUV,rear,4,lamp_broken,0.052,0,7.72,4400
Nissan,Economy,Sedan,front,2,lamp_broken,0.151,0,7.21,8700
Renault,Economy,Hatchback,front,4,dent,0.28,0,3.7,7800
Tata,Economy,Hatchback,rear,7,scratch,0.115,0,2.99,1500
Honda,Mid,SUV,front,2,glass_damage,0.321,0,12.34,27700
Renault,Economy,Hatchback,rear,1,lamp_broken,0.2,0,4.81,6100
Honda,Mid,SUV,side,6,lamp_broken,0.15,0,9.28,15900
Kia,Mid,Sedan,front,4,lamp_broken,0.046,0,8.41,13700
Kia,Mid,Sedan,side,4,damaged_tire,0.11,0,9.28,7000
Honda,Mid,SUV,front,2,scratch,0.189,0,14.14,6500
Nissan,Economy,Hatchback,front,7,damaged_tire,0.091,0,2.7,4100
Maruti Suzuki,Economy,Sedan,rear,1,dent,0.205,0,7.7,5900
Nissan,Economy,Hatchback,front,1,dent,0.124,0,5.08,5500
Skoda,Mid,SUV,rear,3,glass_damage,0.055,0,13.14,12800
Maruti Suzuki,Economy,Hatchback,side,2,glass_damage,0.075,0,4.32,6500
Tata,Economy,SUV,front,4,scratch,0.225,0,6.97,4100
Honda,Mid,Sedan,rear,5,dent,0.125,0,8.24,7900
MG,Mid,SUV,side,3,damaged_tire,0.115,0,12.93,7400
Renault,Economy,Hatchback,rear,12,glass_damage,0.147,0,1.5,4400
Nissan,Economy,SUV,rear,6,glass_damage,0.124,0,5.69,7400
Nissan,Economy,Hatchback,front,4,scratch,0.174,0,3.91,2500
Nissan,Economy,Hatchback,rear,7,lamp_broken,0.278,0,2.76,6400
MG,Mid,SUV,side,2,glass_damage,0.082,0,11.8,15600
Kia,Mid,Sedan,front,10,scratch,0.057,0,3.34,2700
Kia,Mid,SUV,rear,20,scratch,0.046,0,3.22,2000
Kia,Mid,Sedan,side,1,damaged_tire,0.172,0,11.9,8400
Audi,Luxury,SUV,front,5,damaged_tire,0.058,0,34.31,19200
MG,Mid,SUV,side,6,glass_damage,0.146,0,9.17,14100
Kia,Mid,Hatchback,side,8,damaged_tire,0.027,0,3.36,4400
Hyundai,Economy,Hatchback,side,2,dent,0.121,0,4.71,3900
MG,Mid,SUV,front,2,dent,0.03,0,14.53,8500
Jaguar,Luxury,SUV,rear,2,lamp_broken,0.075,0,43.7,32100
Honda,Mid,SUV,side,5,dent,0.098,0,10.19,10600
MG,Mid,Sedan,side,5,scratch,0.156,0,7.47,3900
Maruti Suzuki,Economy,Sedan,front,3,dent,0.177,0,6.42,6700
Volkswagen,Mid,SUV,rear,7,lamp_broken,0.03,0,8.95,8700
Tata,Economy,Sedan,side,5,glass_damage,0.068,0,5.17,6300
Hyundai,Economy,Hatchback,side,6,scratch,0.167,0,3.16,2000
Maruti Suzuki,Economy,Hatchback,rear,0,scratch,0.054,0,5.41,1600
Tata,Economy,Sedan,side,5,dent,0.134,0,5.3,4900
Tata,Economy,Hatchback,front,7,scratch,0.109,0,2.82,2000
Tata,Economy,Hatchback,side,7,dent,0.191,0,2.72,5500
Volkswagen,Mid,Sedan,rear,6,scratch,0.077,0,6.72,2600
Maruti Suzuki,Economy,Hatchback,rear,2,scratch,0.049,0,4.7,1400
Renault,Economy,Sedan,rear,5,glass_damage,0.012,0,4.9,4200
Renault,Economy,SUV,rear,3,dent,0.16,0,7.82,5700
Renault,Economy,Sedan,rear,2,scratch,0.264,0,6.77,3100
Skoda,Mid,SUV,front,7,lamp_broken,0.132,0,8.07,19000
Maruti Suzuki,Economy,Sedan,side,2,scratch,0.104,0,7.25,2200
Volkswagen,Mid,Hatchback,front,3,glass_damage,0.235,0,6.38,17000
Audi,Luxury,SUV,rear,3,dent,0.101,0,37.95,21900
Toyota,Mid,SUV,side,9,dent,0.125,0,6.32,10000
Kia,Mid,SUV,side,5,scratch,0.12,0,10.92,4900
Maruti Suzuki,Economy,Hatchback,front,5,scratch,0.115,0,3.65,2200
Tata,Economy,Hatchback,side,3,damaged_tire,0.145,0,4.06,4400
Hyundai,Economy,SUV,side,6,scratch,0.167,0,5.4,2500
Nissan,Economy,Hatchback,side,8,glass_damage,0.053,0,2.42,4900
Tata,Economy,Hatchback,rear,11,scratch,0.149,0,1.5,1300
Kia,Mid,SUV,side,4,dent,0.145,0,11.47,12200
Honda,Mid,Sedan,side,2,scratch,0.107,0,10.48,3400
Nissan,Economy,Sedan,front,2,scratch,0.158,0,5.87,3100
Tata,Economy,Hatchback,rear,2,glass_damage,0.214,0,4.92,7100
Hyundai,Economy,Sedan,front,8,dent,0.256,0,3.86,6500
Maruti Suzuki,Economy,Sedan,side,7,glass_damage,0.12,0,3.84,6700
Maruti Suzuki,Economy,Hatchback,front,7,lamp_broken,0.117,0,2.77,6200
Volkswagen,Mid,SUV,front,8,lamp_broken,0.114,0,7.47,18600
Hyundai,Economy,Hatchback,side,18,lamp_broken,0.108,0,1.5,4100
MG,Mid,Hatchback,front,7,dent,0.041,0,3.84,5700
Toyota,Mid,Sedan,front,9,dent,0.114,0,4.62,9800
MG,Mid,SUV,front,19,dent,0.282,0,2.98,15400
Renault,Economy,Sedan,rear,8,lamp_broken,0.093,0,3.76,3700
Honda,Mid,SUV,side,15,scratch,0.03,0,3.04,2000
Renault,Economy,Hatchback,side,3,glass_damage,0.112,0,4.53,5700
Hyundai,Economy,Hatchback,side,8,scratch,0.056,0,2.4,1500
Renault,Economy,Hatchback,front,4,dent,0.174,0,3.8,6200
Nissan,Economy,SUV,side,8,glass_damage,0.045,0,4.55,5500
MG,Mid,Sedan,side,4,lamp_broken,0.06,0,8.36,10300
Kia,Mid,Sedan,rear,9,dent,0.135,0,4.38,7200
Kia,Mid,Sedan,front,6,glass_damage,0.135,0,7.15,15100
Maruti Suzuki,Economy,Hatchback,rear,3,dent,0.198,0,4.49,5400
Kia,Mid,SUV,front,5,scratch,0.038,0,10.28,3200
Hyundai,Economy,Hatchback,side,4,dent,0.08,0,3.86,4000
MG,Mid,Sedan,rear,9,lamp_broken,0.115,0,4.29,11700
Hyundai,Economy,Sedan,front,1,dent,0.126,0,6.81,6300
Maruti Suzuki,Economy,SUV,side,8,dent,0.172,0,3.88,6100
Toyota,Mid,Sedan,rear,6,dent,0.131,0,6.85,7200
Nissan,Economy,Hatchback,rear,12,glass_damage,0.083,0,1.5,3800
MG,Mid,SUV,front,8,glass_damage,0.051,0,6.48,12200
Maruti Suzuki,Economy,Hatchback,side,4,dent,0.019,0,3.87,2200
Toyota,Mid,Sedan,side,18,lamp_broken,0.201,0,2.51,14300
Nissan,Economy,Sedan,side,3,lamp_broken,0.199,1,6.8,18700
Tata,Economy,Hatchback,front,3,glass_damage,0.181,0,4.57,7900
Renault,Economy,Hatchback,side,8,dent,0.195,0,2.49,4600
Volkswagen,Mid,SUV,side,4,dent,0.184,0,11.66,13900
Kia,Mid,SUV,side,10,dent,0.115,0,4.53,9500
